key,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Rol,Win
1166,BG18,Alliance,Demon Hunter,0,2,7,19628,776,181,dps,0.0
1167,BG18,Horde,Paladin,2,1,12,23856,7983,345,dps,1.0
1168,BG18,Horde,Death Knight,1,0,12,31701,33958,345,dps,1.0
1169,BG18,Horde,Demon Hunter,3,2,6,33274,4903,340,dps,1.0
1170,BG18,Horde,Priest,5,0,14,31383,8944,501,dps,1.0
1171,BG18,Alliance,Warrior,0,2,4,19395,2871,170,dps,0.0
1172,BG18,Horde,Warlock,3,1,12,40418,15685,495,dps,1.0
1173,BG18,Alliance,Warrior,0,2,5,18057,3781,173,dps,0.0
1174,BG18,Horde,Shaman,2,2,9,9390,46838,344,heal,1.0
1175,BG18,Horde,Priest,0,1,12,5789,41588,495,heal,1.0
1176,BG18,Horde,Warrior,3,1,7,23788,22274,346,dps,1.0
1177,BG18,Alliance,Shaman,1,2,6,49148,4281,177,dps,0.0
1178,BG18,Horde,Warlock,0,0,11,5652,5239,494,dps,1.0
1179,BG18,Alliance,Monk,0,2,6,1864,61595,177,heal,0.0
1180,BG18,Alliance,Paladin,0,3,4,7710,5657,170,dps,0.0
1181,BG18,Alliance,Demon Hunter,2,3,4,47762,6200,170,dps,0.0
1182,BG18,Horde,Rogue,2,0,15,10512,1988,364,dps,1.0
1183,BG18,Alliance,Warrior,3,2,6,41592,7035,177,dps,0.0
1184,BG18,Alliance,Hunter,1,1,7,14512,0,181,dps,0.0
1185,ES1,Alliance,Druid,3,3,51,41345,6846,455,dps,0.0
1186,ES1,Alliance,Monk,1,5,47,4151,96845,439,heal,0.0
1187,ES1,Horde,Paladin,6,5,32,71658,18317,771,dps,1.0
1188,ES1,Alliance,Druid,0,0,65,10704,102000,475,heal,0.0
1189,ES1,Alliance,Paladin,6,3,55,54924,19525,457,dps,0.0
1190,ES1,Alliance,Hunter,8,3,58,80393,9125,461,dps,0.0
1191,ES1,Alliance,Hunter,4,4,55,42148,7130,454,dps,0.0
1192,ES1,Alliance,Priest,3,7,48,38369,16447,445,dps,0.0
1193,ES1,Horde,Shaman,0,5,37,7373,62941,775,heal,1.0
1194,ES1,Alliance,Paladin,4,2,61,52221,9759,297,dps,0.0
1195,ES1,Alliance,Warrior,3,2,53,23774,3855,473,dps,0.0
1196,ES1,Horde,Druid,0,4,36,3437,126000,547,heal,1.0
1197,ES1,Alliance,Druid,1,3,25,15781,4953,325,dps,0.0
1198,ES1,Horde,Mage,8,5,29,79798,8942,543,dps,1.0
1199,ES1,Horde,Warlock,2,3,28,84128,15132,537,dps,1.0
1200,ES1,Alliance,Paladin,9,1,66,119000,26688,481,dps,0.0
1201,ES1,Alliance,Druid,7,1,60,52809,11500,293,dps,0.0
1202,ES1,Horde,Demon Hunter,4,5,24,67262,6141,758,dps,1.0
1203,ES1,Alliance,Paladin,9,1,63,170000,62122,470,dps,0.0
1204,ES1,Horde,Demon Hunter,1,2,23,23140,4461,536,dps,1.0
1205,ES1,Horde,Death Knight,6,6,30,68159,24001,541,dps,1.0
1206,ES1,Horde,Warlock,3,0,33,26812,8050,545,dps,1.0
1207,ES1,Horde,Druid,2,6,32,61954,3716,766,dps,1.0
1208,ES1,Horde,Death Knight,2,3,34,58974,18277,544,dps,1.0
1209,ES1,Alliance,Druid,0,3,54,301,158000,453,heal,0.0
1210,ES1,Horde,Demon Hunter,3,5,29,80266,21357,542,dps,1.0
1211,ES1,Horde,Monk,1,6,33,1705,116000,769,heal,1.0
1212,ES1,Horde,Demon Hunter,2,3,28,45502,12907,550,dps,1.0
1213,ES1,Alliance,Death Knight,5,5,46,53833,16665,440,dps,0.0
1214,ES2,Horde,Shaman,1,0,20,4200,20294,399,heal,1.0
1215,ES2,Horde,Demon Hunter,4,0,43,27521,11046,554,dps,1.0
1216,ES2,Horde,Rogue,3,0,38,13482,6591,542,dps,1.0
1217,ES2,Alliance,Shaman,0,4,1,11107,3005,234,dps,0.0
1218,ES2,Alliance,Hunter,0,3,0,30026,6214,229,dps,0.0
1219,ES2,Alliance,Druid,1,5,1,34245,6072,231,dps,0.0
1220,ES2,Horde,Mage,4,0,33,34665,4104,559,dps,1.0
1221,ES2,Alliance,Warlock,0,4,1,28212,12558,233,dps,0.0
1222,ES2,Horde,Paladin,5,1,27,37387,14109,539,dps,1.0
1223,ES2,Horde,Hunter,1,1,37,8275,1473,547,dps,1.0
1224,ES2,Horde,Shaman,0,1,35,9548,44439,551,heal,1.0
1225,ES2,Alliance,Warrior,1,4,2,33650,7070,237,dps,0.0
1226,ES2,Alliance,Rogue,0,5,2,13750,5845,235,dps,0.0
1227,ES2,Horde,Rogue,5,0,27,32895,7786,547,dps,1.0
1228,ES2,Alliance,Druid,0,3,1,13175,6591,233,dps,0.0
1229,ES2,Horde,Priest,5,0,40,60040,15011,778,dps,1.0
1230,ES2,Alliance,Rogue,0,2,3,28351,12590,239,dps,0.0
1231,ES2,Horde,Rogue,1,0,23,3668,910,533,dps,1.0
1232,ES2,Alliance,Druid,0,6,1,0,22660,231,heal,0.0
1233,ES2,Horde,Warlock,7,0,43,39438,16546,551,dps,1.0
1234,ES2,Horde,Shaman,5,0,35,31776,6985,782,dps,1.0
1235,ES2,Alliance,Mage,0,5,1,14947,1264,231,dps,0.0
1236,ES2,Horde,Death Knight,6,0,37,37951,13729,779,dps,1.0
1237,ES2,Horde,Death Knight,5,0,44,40162,38360,560,dps,1.0
1238,ES2,Alliance,Warrior,1,3,2,18236,669,235,dps,0.0
1239,ES2,Horde,Death Knight,0,0,44,30676,2575,570,dps,1.0
1240,ES2,Alliance,Druid,0,4,1,702,43364,231,heal,0.0
1241,ES3,Horde,Shaman,4,4,23,87355,11429,158,dps,0.0
1242,ES3,Alliance,Shaman,0,0,30,9147,83387,533,heal,1.0
1243,ES3,Alliance,Hunter,3,0,28,31257,3852,978,dps,1.0
1244,ES3,Horde,Priest,6,0,25,79258,15808,141,dps,0.0
1245,ES3,Horde,Warrior,2,5,21,54041,5374,159,dps,0.0
1246,ES3,Horde,Monk,0,2,28,2167,120000,164,heal,0.0
1247,ES3,Alliance,Hunter,4,4,34,47561,7910,980,dps,1.0
1248,ES3,Horde,Hunter,0,2,12,6894,3059,147,dps,0.0
1249,ES3,Horde,Paladin,1,2,19,56580,12849,155,dps,0.0
1250,ES3,Alliance,Druid,0,2,39,0,107000,763,heal,1.0
1251,ES3,Horde,Shaman,0,5,29,14677,93200,171,heal,0.0
1252,ES3,Alliance,Death Knight,1,0,31,33700,6223,983,dps,1.0
1253,ES3,Alliance,Death Knight,3,3,36,73649,20787,982,dps,1.0
1254,ES3,Horde,Demon Hunter,2,4,29,96061,5560,169,dps,0.0
1255,ES3,Alliance,Demon Hunter,10,0,42,75412,14354,993,dps,1.0
1256,ES3,Horde,Druid,1,1,28,39814,7010,172,dps,0.0
1257,ES3,Horde,Rogue,2,1,28,30362,9186,165,dps,0.0
1258,ES3,Alliance,Demon Hunter,2,0,38,37383,2751,1001,dps,1.0
1259,ES3,Alliance,Demon Hunter,8,1,43,57601,13853,1007,dps,1.0
1260,ES3,Horde,Demon Hunter,1,3,27,25643,2055,167,dps,0.0
1261,ES3,Alliance,Shaman,2,5,30,36510,9813,764,dps,1.0
1262,ES3,Alliance,Warrior,6,4,42,83743,12146,771,dps,1.0
1263,ES3,Horde,Monk,0,3,28,1155,113000,166,heal,0.0
1264,ES3,Alliance,Warrior,2,4,41,38146,10200,770,dps,1.0
1265,ES3,Horde,Mage,5,3,24,48825,1987,164,dps,0.0
1266,ES3,Horde,Death Knight,2,5,26,30744,13375,164,dps,0.0
1267,ES3,Alliance,Warrior,5,3,33,57637,15991,976,dps,1.0
1268,ES3,Alliance,Shaman,1,1,40,5477,122000,1002,heal,1.0
1269,ES3,Alliance,Demon Hunter,1,3,42,73138,3303,769,dps,1.0
1270,ES3,Horde,Rogue,2,7,22,43417,4718,158,dps,0.0
1271,SA1,Alliance,Warrior,1,1,29,31129,12358,291,dps,0.0
1272,SA1,Alliance,Warrior,2,6,33,57950,5784,305,dps,0.0
1273,SA1,Horde,Warlock,1,6,27,79610,31523,339,dps,1.0
1274,SA1,Horde,Priest,3,1,30,31158,11969,369,dps,1.0
1275,SA1,Alliance,Paladin,0,0,5,18558,2724,162,dps,0.0
1276,SA1,Alliance,Demon Hunter,2,4,27,62836,3631,292,dps,0.0
1277,SA1,Horde,Hunter,2,4,30,88075,4727,353,dps,1.0
1278,SA1,Horde,Druid,3,0,32,67420,17183,517,dps,1.0
1279,SA1,Horde,Shaman,0,1,30,20887,87785,515,heal,1.0
1280,SA1,Alliance,Priest,14,0,40,134000,39508,319,dps,0.0
1281,SA1,Alliance,Priest,0,4,33,9542,138000,297,heal,0.0
1282,SA1,Horde,Druid,1,1,28,6112,127000,352,heal,1.0
1283,SA1,Horde,Hunter,3,1,28,102000,7947,357,dps,1.0
1284,SA1,Alliance,Druid,1,2,29,56692,43818,298,dps,0.0
1285,SA1,Alliance,Druid,6,1,40,100000,15722,314,dps,0.0
1286,SA1,Alliance,Mage,1,2,23,69139,11493,282,dps,0.0
1287,SA1,Alliance,Warrior,1,5,31,44539,27531,295,dps,0.0
1288,SA1,Horde,Paladin,1,2,30,9302,128000,367,heal,1.0
1289,SA1,Alliance,Monk,2,0,38,6712,140000,315,heal,0.0
1290,SA1,Alliance,Shaman,2,3,24,12549,3227,278,dps,0.0
1291,SA1,Alliance,Hunter,2,0,5,17682,376,157,dps,0.0
1292,SA1,Horde,Shaman,1,2,33,44022,12723,354,dps,1.0
1293,SA1,Alliance,Mage,3,3,35,107000,4168,299,dps,0.0
1294,SA1,Horde,Shaman,2,3,20,52338,23003,494,dps,1.0
1295,SA1,Alliance,Rogue,6,1,36,43844,14130,308,dps,0.0
1296,SA1,Horde,Druid,4,4,31,61434,6308,513,dps,1.0
1297,SA1,Horde,Shaman,2,8,23,69811,18597,494,dps,1.0
1298,SA1,Horde,Monk,3,4,29,63178,26239,505,dps,1.0
1299,SA1,Horde,Hunter,11,2,31,118000,13350,506,dps,1.0
1300,SA1,Horde,Druid,0,3,32,3493,79902,514,heal,1.0
1301,SA2,Alliance,Druid,0,4,26,9235,126000,376,heal,0.0
1302,SA2,Alliance,Warlock,2,1,32,38235,18496,396,dps,0.0
1303,SA2,Alliance,Hunter,4,5,27,77704,9750,367,dps,0.0
1304,SA2,Horde,Druid,0,2,46,6421,190000,441,heal,1.0
1305,SA2,Alliance,Paladin,0,3,27,36682,5253,383,dps,0.0
1306,SA2,Horde,Warlock,1,3,30,73297,36014,434,dps,1.0
1307,SA2,Alliance,Paladin,5,5,27,110000,27003,381,dps,0.0
1308,SA2,Horde,Hunter,7,1,48,188000,8090,443,dps,1.0
1309,SA2,Alliance,Shaman,0,3,27,6350,76122,384,heal,0.0
1310,SA2,Alliance,Warrior,1,3,26,62372,2670,381,dps,0.0
1311,SA2,Horde,Shaman,0,5,44,16222,95175,441,heal,1.0
1312,SA2,Alliance,Monk,0,3,29,2543,106000,388,heal,0.0
1313,SA2,Alliance,Warrior,0,4,28,45501,4113,382,dps,0.0
1314,SA2,Horde,Warrior,4,2,47,71075,10608,442,dps,1.0
1315,SA2,Alliance,Death Knight,0,2,17,51236,82487,347,dps,0.0
1316,SA2,Alliance,Paladin,6,3,32,118000,11454,399,dps,0.0
1317,SA2,Alliance,Mage,0,5,31,40404,7692,388,dps,0.0
1318,SA2,Horde,Druid,1,1,39,32401,1799,442,dps,1.0
1319,SA2,Alliance,Hunter,4,6,26,47278,11343,382,dps,0.0
1320,SA2,Horde,Druid,0,1,45,4553,126000,444,heal,1.0
1321,SA2,Horde,Demon Hunter,5,3,44,86857,9856,661,dps,1.0
1322,SA2,Horde,Warlock,8,2,49,117000,33117,676,dps,1.0
1323,SA2,Horde,Warrior,5,3,45,42009,2902,443,dps,1.0
1324,SA2,Alliance,Warrior,6,4,32,150000,44955,391,dps,0.0
1325,SA2,Alliance,Warlock,5,1,29,89119,21084,382,dps,0.0
1326,SA2,Horde,Warlock,3,4,37,29734,20677,423,dps,1.0
1327,SA2,Horde,Warrior,8,4,45,107000,18273,460,dps,1.0
1328,SA2,Horde,Warlock,5,0,47,77736,22259,667,dps,1.0
1329,BG19,Alliance,Druid,0,2,0,10074,4816,157,dps,0.0
1330,BG19,Alliance,Warrior,4,5,15,71185,11257,288,dps,0.0
1331,BG19,Horde,Death Knight,2,2,19,38517,12019,349,dps,1.0
1332,BG19,Alliance,Shaman,2,9,11,44722,15998,275,dps,0.0
1333,BG19,Horde,Priest,8,3,42,73371,23049,545,dps,1.0
1334,BG19,Horde,Shaman,3,4,37,49117,12173,535,dps,1.0
1335,BG19,Alliance,Paladin,4,5,16,75507,26308,291,dps,0.0
1336,BG19,Horde,Shaman,1,0,41,11125,93108,543,heal,1.0
1337,BG19,Horde,Priest,0,1,39,34919,180000,539,heal,1.0
1338,BG19,Horde,Mage,3,2,44,51810,9167,399,dps,1.0
1339,BG19,Alliance,Hunter,0,3,17,59493,7407,293,dps,0.0
1340,BG19,Alliance,Hunter,1,4,17,53529,9402,293,dps,0.0
1341,BG19,Alliance,Paladin,2,3,18,10837,99339,298,heal,0.0
1342,BG19,Horde,Mage,5,1,43,55292,14003,547,dps,1.0
1343,BG19,Horde,Shaman,1,3,39,47545,20358,389,dps,1.0
1344,BG19,Horde,Rogue,12,1,44,74339,11455,549,dps,1.0
1345,BG19,Horde,Priest,7,1,37,63264,14994,535,dps,1.0
1346,BG19,Alliance,Druid,2,3,18,65380,8580,299,dps,0.0
1347,BG19,Alliance,Rogue,2,9,13,57711,10011,277,dps,0.0
1348,SM7,Alliance,Warrior,7,0,28,62049,5084,376,dps,0.0
1349,SM7,Horde,Priest,0,4,25,20541,34936,359,heal,1.0
1350,SM7,Alliance,Priest,0,1,30,26040,139000,384,heal,0.0
1351,SM7,Alliance,Hunter,1,7,18,35973,13605,349,dps,0.0
1352,SM7,Horde,Shaman,0,5,25,8524,50325,509,heal,1.0
1353,SM7,Alliance,Rogue,7,2,27,56005,6760,375,dps,0.0
1354,SM7,Alliance,Mage,2,3,26,77019,20339,369,dps,0.0
1355,SM7,Horde,Rogue,3,6,22,53265,4637,353,dps,1.0
1356,SM7,Horde,Demon Hunter,5,2,24,51010,2176,357,dps,1.0
1357,SM7,Alliance,Death Knight,1,5,19,28508,71025,351,dps,0.0
1358,SM7,Horde,Druid,2,3,28,62414,3183,515,dps,1.0
1359,SM7,Alliance,Mage,1,1,25,34504,16971,369,dps,0.0
1360,SM7,Horde,Monk,0,1,28,6564,113000,365,heal,1.0
1361,SM7,Alliance,Priest,2,2,27,4183,79406,373,heal,0.0
1362,SM7,Horde,Druid,3,3,26,71599,10320,511,dps,1.0
1363,SM7,Alliance,Warrior,3,6,23,38107,3818,364,dps,0.0
1364,SM7,Horde,Rogue,1,2,22,27340,2257,503,dps,1.0
1365,SM7,Alliance,Rogue,6,1,28,58897,7859,376,dps,0.0
1366,SM7,Horde,Rogue,0,3,20,28182,2507,349,dps,1.0
1367,SM7,Horde,Priest,6,1,28,161000,29382,515,dps,1.0
1368,SM8,Alliance,Monk,0,6,2,3006,59675,161,heal,0.0
1369,SM8,Horde,Hunter,2,1,33,18152,3181,364,dps,1.0
1370,SM8,Horde,Priest,0,1,33,4486,70555,364,heal,1.0
1371,SM8,Horde,Shaman,2,0,38,15017,78285,374,heal,1.0
1372,SM8,Horde,Rogue,9,0,38,44634,829,374,dps,1.0
1373,SM8,Alliance,Hunter,0,5,3,37600,6083,164,dps,0.0
1374,SM8,Horde,Paladin,4,0,38,54113,17632,524,dps,1.0
1375,SM8,Alliance,Paladin,1,7,2,2226,2014,162,dps,0.0
1376,SM8,Alliance,Hunter,1,7,2,42630,8940,162,dps,0.0
1377,SM8,Alliance,Hunter,0,5,2,53756,8635,161,dps,0.0
1378,SM8,Alliance,Mage,0,6,2,29502,15345,161,dps,0.0
1379,SM8,Horde,Warlock,4,0,36,39326,14253,370,dps,1.0
1380,SM8,Alliance,Paladin,0,2,3,4929,21014,164,heal,0.0
1381,SM8,Horde,Mage,4,1,39,52249,8475,378,dps,1.0
1382,SM8,Horde,Demon Hunter,8,0,36,79997,14178,520,dps,1.0
1383,SM8,Alliance,Hunter,1,0,3,19343,6967,164,dps,0.0
1384,SM8,Horde,Shaman,4,0,35,38874,9407,370,dps,1.0
1385,SM8,Alliance,Demon Hunter,1,0,3,16103,20932,164,dps,0.0
1386,SM8,Horde,Paladin,0,0,32,10689,6333,362,dps,1.0
1387,SM8,Alliance,Mage,0,1,3,4043,0,164,dps,0.0
1388,TP6,Horde,Paladin,11,3,38,60589,29728,447,dps,1.0
1389,TP6,Alliance,Hunter,3,7,22,37892,14136,285,dps,0.0
1390,TP6,Horde,Paladin,3,3,29,52299,20458,426,dps,1.0
1391,TP6,Horde,Priest,5,3,24,25578,97152,408,heal,1.0
1392,TP6,Horde,Mage,3,6,28,41167,16543,423,dps,1.0
1393,TP6,Horde,Priest,4,2,33,69036,7661,432,dps,1.0
1394,TP6,Horde,Shaman,0,3,27,13551,83287,416,heal,1.0
1395,TP6,Horde,Druid,6,3,35,54651,14063,441,dps,1.0
1396,TP6,Horde,Rogue,4,4,26,47028,1792,416,dps,1.0
1397,TP6,Alliance,Death Knight,7,3,31,88260,26169,327,dps,0.0
1398,TP6,Alliance,Demon Hunter,8,3,26,64300,6495,296,dps,0.0
1399,TP6,Alliance,Demon Hunter,2,6,24,67914,7705,292,dps,0.0
1400,TP6,Alliance,Demon Hunter,2,7,22,73619,6761,282,dps,0.0
1401,TP6,Horde,Druid,3,1,28,28247,5040,418,dps,1.0
1402,TP6,Alliance,Shaman,0,3,25,6022,64603,292,heal,0.0
1403,TP6,Horde,Warrior,8,8,27,88575,11014,422,dps,1.0
1404,TP6,Alliance,Druid,3,4,16,26248,0,261,dps,0.0
1405,TP6,Alliance,Rogue,7,3,30,65592,10581,315,dps,0.0
1406,TP6,Alliance,Hunter,2,7,26,32478,6614,299,dps,0.0
1407,TP6,Alliance,Monk,0,4,19,671,68021,275,heal,0.0
1408,WG18,Alliance,Druid,1,1,32,75407,3350,271,dps,0.0
1409,WG18,Alliance,Demon Hunter,12,1,41,122000,9439,289,dps,0.0
1410,WG18,Horde,Paladin,0,2,4,436,25396,325,heal,1.0
1411,WG18,Alliance,Hunter,5,1,40,78722,0,295,dps,0.0
1412,WG18,Alliance,Shaman,1,0,40,17302,145000,295,heal,0.0
1413,WG18,Alliance,Rogue,4,0,40,45394,7143,287,dps,0.0
1414,WG18,Horde,Shaman,0,5,9,8642,59087,358,heal,1.0
1415,WG18,Alliance,Warlock,0,4,28,15033,14354,264,dps,0.0
1416,WG18,Alliance,Demon Hunter,5,1,35,87797,4193,274,dps,0.0
1417,WG18,Horde,Warrior,3,5,9,78488,12640,508,dps,1.0
1418,WG18,Horde,Demon Hunter,3,4,10,46920,10159,518,dps,1.0
1419,WG18,Alliance,Hunter,4,2,29,56994,7839,265,dps,0.0
1420,WG18,Horde,Shaman,0,2,8,70448,12826,504,dps,1.0
1421,WG18,Horde,Priest,1,6,8,6956,113000,355,heal,1.0
1422,WG18,Horde,Priest,3,3,10,30447,19588,510,dps,1.0
1423,WG18,Horde,Warrior,3,5,8,71391,7063,355,dps,1.0
1424,WG18,Horde,Shaman,1,6,8,39354,18043,506,dps,1.0
1425,WG18,Horde,Shaman,0,2,8,2104,88411,506,heal,1.0
1426,WG18,Alliance,Monk,0,0,38,842,54608,287,heal,0.0
1427,WG18,Alliance,Paladin,6,3,26,68877,19716,260,dps,0.0
1428,TK12,Alliance,Hunter,0,0,3,8519,7349,153,dps,0.0
1429,TK12,Horde,Demon Hunter,1,0,26,23318,1301,503,dps,1.0
1430,TK12,Alliance,Druid,0,2,3,12462,7766,153,dps,0.0
1431,TK12,Alliance,Hunter,0,3,1,59714,4953,145,dps,0.0
1432,TK12,Horde,Priest,1,0,26,6914,98271,353,heal,1.0
1433,TK12,Horde,Death Knight,5,0,26,39247,8481,503,dps,1.0
1434,TK12,Horde,Shaman,0,1,24,2350,35636,499,heal,1.0
1435,TK12,Horde,Warlock,1,0,26,16071,1684,353,dps,1.0
1436,TK12,Alliance,Rogue,0,4,2,36982,3574,149,dps,0.0
1437,TK12,Horde,Paladin,4,0,26,27810,5621,503,dps,1.0
1438,TK12,Alliance,Warrior,0,3,1,11540,1653,146,dps,0.0
1439,TK12,Alliance,Mage,1,3,2,16299,6069,150,dps,0.0
1440,TK12,Horde,Rogue,1,1,25,13529,4761,501,dps,1.0
1441,TK12,Horde,Mage,7,0,26,22797,5377,501,dps,1.0
1442,TK12,Alliance,Priest,0,3,2,4152,11838,149,heal,0.0
1443,TK12,Horde,Warrior,3,0,26,28089,3314,501,dps,1.0
1444,TK12,Alliance,Demon Hunter,1,4,3,29015,3672,153,dps,0.0
1445,TK12,Alliance,Rogue,0,3,1,21828,9299,145,dps,0.0
1446,TK12,Horde,Death Knight,3,1,24,14902,25871,497,dps,1.0
1447,TK13,Alliance,Druid,1,5,34,579,131000,400,heal,0.0
1448,TK13,Alliance,Warlock,0,7,35,28988,21865,403,dps,0.0
1449,TK13,Alliance,Death Knight,7,5,38,140000,23607,410,dps,0.0
1450,TK13,Horde,Demon Hunter,4,2,46,71962,19836,541,dps,1.0
1451,TK13,Alliance,Hunter,6,6,37,101000,5765,408,dps,0.0
1452,TK13,Horde,Monk,0,3,47,0,176000,393,heal,1.0
1453,TK13,Horde,Rogue,9,2,49,78323,23932,547,dps,1.0
1454,TK13,Horde,Shaman,7,5,40,99117,7920,529,dps,1.0
1455,TK13,Horde,Warrior,10,4,49,89436,16007,547,dps,1.0
1456,TK13,Alliance,Mage,5,8,35,94137,36356,404,dps,0.0
1457,TK13,Horde,Shaman,1,5,48,10297,96458,395,heal,1.0
1458,TK13,Horde,Paladin,4,4,44,44358,41300,537,dps,1.0
1459,TK13,Horde,Demon Hunter,3,4,42,41994,2633,383,dps,1.0
1460,TK13,Alliance,Warrior,11,4,36,68310,13563,405,dps,0.0
1461,TK13,Alliance,Druid,0,1,40,1003,77531,416,heal,0.0
1462,TK13,Horde,Hunter,6,7,45,82401,3816,389,dps,1.0
1463,TK13,Alliance,Hunter,4,4,37,56062,6574,409,dps,0.0
1464,TK13,Alliance,Hunter,2,5,33,73636,8484,400,dps,0.0
1465,TK13,Alliance,Rogue,5,5,37,41053,7480,408,dps,0.0
1466,TK13,Horde,Warrior,6,5,41,58584,10628,531,dps,1.0
1467,TK14,Alliance,Death Knight,2,4,32,42662,8678,347,dps,0.0
1468,TK14,Alliance,Mage,0,4,39,10955,2449,363,dps,0.0
1469,TK14,Horde,Warlock,6,2,33,82344,24761,364,dps,1.0
1470,TK14,Horde,Warrior,8,6,25,86048,9333,358,dps,1.0
1471,TK14,Alliance,Monk,6,4,41,89222,18639,369,dps,0.0
1472,TK14,Alliance,Mage,7,0,42,65391,8774,372,dps,0.0
1473,TK14,Alliance,Paladin,4,4,38,81646,14746,360,dps,0.0
1474,TK14,Alliance,Mage,6,4,35,81291,30027,354,dps,0.0
1475,TK14,Horde,Shaman,0,5,33,13630,129000,374,heal,1.0
1476,TK14,Alliance,Monk,0,3,40,2104,173000,368,heal,0.0
1477,TK14,Alliance,Demon Hunter,11,3,42,140000,24964,373,dps,0.0
1478,TK14,Horde,Druid,2,5,32,27410,25661,522,dps,1.0
1479,TK14,Alliance,Demon Hunter,3,4,35,47434,6110,359,dps,0.0
1480,TK14,Horde,Rogue,0,6,27,35088,3370,512,dps,1.0
1481,TK14,Horde,Mage,3,5,31,61415,19862,370,dps,1.0
1482,TK14,Horde,Hunter,4,5,29,44696,7467,516,dps,1.0
1483,TK14,Horde,Paladin,6,2,30,130000,31887,368,dps,1.0
1484,TK14,Alliance,Shaman,1,3,40,3787,81047,366,heal,0.0
1485,TK14,Horde,Mage,4,3,30,76612,10672,368,dps,1.0
1486,TK14,Horde,Druid,0,4,30,147,110000,518,heal,1.0
1487,TK15,Alliance,Druid,0,2,17,3014,80452,244,heal,0.0
1488,TK15,Horde,Druid,8,1,32,107000,1044,517,dps,1.0
1489,TK15,Alliance,Warlock,2,5,13,43744,18637,232,dps,0.0
1490,TK15,Horde,Warrior,7,1,30,53753,11686,513,dps,1.0
1491,TK15,Horde,Demon Hunter,2,3,30,43392,11974,513,dps,1.0
1492,TK15,Alliance,Hunter,4,5,17,64628,6708,244,dps,0.0
1493,TK15,Alliance,Shaman,0,3,14,8494,82772,237,heal,0.0
1494,TK15,Alliance,Demon Hunter,2,3,17,62322,5202,244,dps,0.0
1495,TK15,Horde,Shaman,1,3,25,11395,84427,503,heal,1.0
1496,TK15,Horde,Priest,0,2,32,0,160000,517,heal,1.0
1497,TK15,Alliance,Priest,0,4,19,18455,111000,251,heal,0.0
1498,TK15,Horde,Mage,2,1,30,52389,3678,513,dps,1.0
1499,TK15,Horde,Warlock,4,1,33,80137,28552,519,dps,1.0
1500,TK15,Alliance,Shaman,5,3,17,95019,14874,244,dps,0.0
1501,TK15,Horde,Warrior,2,4,24,43722,1994,501,dps,1.0
1502,TK15,Alliance,Paladin,1,3,18,68113,9642,244,dps,0.0
1503,TK15,Horde,Death Knight,5,2,33,75589,31472,519,dps,1.0
1504,TK15,Horde,Mage,1,2,31,52493,7418,365,dps,1.0
1505,TK15,Alliance,Demon Hunter,2,1,18,46257,18557,248,dps,0.0
1506,TK15,Alliance,Rogue,4,3,19,42048,15587,250,dps,0.0
1507,TK16,Alliance,Paladin,1,1,9,530,24974,175,heal,0.0
1508,TK16,Alliance,Paladin,0,1,10,12796,5987,192,dps,0.0
1509,TK16,Horde,Paladin,0,3,48,2934,157000,402,heal,1.0
1510,TK16,Horde,Warlock,10,3,46,83174,23858,548,dps,1.0
1511,TK16,Horde,Warrior,9,5,39,49415,5452,384,dps,1.0
1512,TK16,Horde,Druid,2,4,46,30242,4069,548,dps,1.0
1513,TK16,Alliance,Rogue,4,1,14,36795,2088,219,dps,0.0
1514,TK16,Horde,Warrior,10,4,47,48192,14157,550,dps,1.0
1515,TK16,Alliance,Paladin,4,7,30,65098,26829,322,dps,0.0
1516,TK16,Horde,Druid,5,3,45,40686,20344,546,dps,1.0
1517,TK16,Alliance,Hunter,5,4,27,125000,12438,311,dps,0.0
1518,TK16,Horde,Shaman,0,4,45,17235,130000,396,heal,1.0
1519,TK16,Alliance,Druid,2,6,26,64656,12513,309,dps,0.0
1520,TK16,Alliance,Hunter,2,7,24,36981,10817,305,dps,0.0
1521,TK16,Horde,Warlock,8,2,45,73862,15394,396,dps,1.0
1522,TK16,Horde,Monk,1,2,27,9347,2770,473,dps,1.0
1523,TK16,Alliance,Shaman,0,4,23,3754,24783,301,heal,0.0
1524,TK16,Alliance,Druid,7,7,27,63084,7388,314,dps,0.0
1525,TK16,Horde,Mage,5,0,51,42275,10795,558,dps,1.0
1526,BG20,Alliance,Warlock,9,3,18,92912,22203,765,dps,1.0
1527,BG20,Horde,Warrior,8,2,26,54009,6304,231,dps,0.0
1528,BG20,Alliance,Druid,1,1,14,1464,149000,528,heal,1.0
1529,BG20,Alliance,Demon Hunter,1,3,15,85182,13961,230,dps,1.0
1530,BG20,Horde,Warlock,3,2,29,81150,49207,240,dps,0.0
1531,BG20,Alliance,Monk,0,1,16,6874,66161,538,heal,1.0
1532,BG20,Horde,Rogue,2,1,24,95626,2923,229,dps,0.0
1533,BG20,Horde,Druid,3,4,22,65587,10163,223,dps,0.0
1534,BG20,Alliance,Mage,3,5,13,55314,14836,522,dps,1.0
1535,BG20,Alliance,Demon Hunter,3,4,15,68559,41916,757,dps,1.0
1536,BG20,Horde,Shaman,0,2,25,13709,107000,230,heal,0.0
1537,BG20,Horde,Death Knight,0,3,17,26724,23131,213,dps,0.0
