key,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Rol,Win
8152,AB15,Horde,Rogue,2,4,55,24559,7891,597,dps,1.0
8153,AB15,Horde,Death Knight,12,2,59,95063,20990,575,dps,1.0
8154,AB15,Horde,Priest,2,1,64,52224,213000,421,heal,1.0
8155,AB15,Horde,Warlock,9,3,55,47945,27165,412,dps,1.0
8156,AB15,Alliance,Hunter,3,2,9,52481,9195,246,dps,0.0
8157,AB15,Horde,Paladin,3,0,39,70628,18684,542,dps,1.0
8158,AB15,Alliance,Paladin,1,4,7,31422,18428,235,dps,0.0
8159,AB15,Alliance,Druid,2,7,15,52201,1899,263,dps,0.0
8160,AB15,Alliance,Priest,1,6,16,89347,22629,261,dps,0.0
8161,AB15,Alliance,Demon Hunter,1,6,12,134000,8068,252,dps,0.0
8162,AB15,Horde,Hunter,10,1,65,82505,6979,573,dps,1.0
8163,AB15,Horde,Death Knight,5,4,58,52951,15687,419,dps,1.0
8164,AB15,Alliance,Hunter,1,4,6,15642,2172,201,dps,0.0
8165,AB16,Alliance,Death Knight,2,6,26,90304,17416,371,dps,0.0
8166,AB16,Horde,Hunter,2,1,49,79915,8839,488,dps,1.0
8167,AB16,Alliance,Death Knight,0,4,27,18363,9810,382,dps,0.0
8168,AB16,Alliance,Warrior,9,4,27,80245,10083,374,dps,0.0
8169,AB16,Horde,Shaman,11,1,52,128000,25531,701,dps,1.0
8170,AB16,Alliance,Shaman,3,4,23,87413,26764,387,dps,0.0
8171,AB16,Horde,Rogue,7,6,30,65289,13319,456,dps,1.0
8172,AB16,Horde,Rogue,2,0,21,8531,70,445,dps,1.0
8173,AB16,Alliance,Mage,5,7,21,113000,24819,361,dps,0.0
8174,AB16,Alliance,Death Knight,2,2,15,32026,14514,349,dps,0.0
8175,AB16,Alliance,Paladin,2,3,20,91332,29720,374,dps,0.0
8176,AB16,Horde,Death Knight,4,3,46,59947,68447,695,dps,1.0
8177,AB16,Horde,Demon Hunter,3,4,33,86990,9239,461,dps,1.0
8178,AB16,Horde,Shaman,0,4,48,22986,130000,471,heal,1.0
8179,AB16,Alliance,Priest,0,6,30,33507,147000,383,heal,0.0
8180,AB16,Alliance,Rogue,3,5,28,52354,6833,385,dps,0.0
8181,AB16,Horde,Shaman,0,2,55,9630,156000,721,heal,1.0
8182,AB16,Alliance,Demon Hunter,0,7,16,107000,17878,345,dps,0.0
8183,AB16,Horde,Warrior,18,2,53,134000,17062,509,dps,1.0
8184,AB16,Horde,Demon Hunter,4,1,28,64683,31672,455,dps,1.0
8185,AB16,Horde,Priest,0,1,56,20190,210000,502,heal,1.0
8186,AB16,Alliance,Death Knight,1,5,20,65751,17930,184,dps,0.0
8187,AB16,Alliance,Warrior,8,4,18,63829,16746,353,dps,0.0
8188,AB16,Alliance,Paladin,1,7,19,69818,16741,186,dps,0.0
8189,AB16,Horde,Druid,4,4,47,77643,23719,482,dps,1.0
8190,AB16,Horde,Rogue,6,1,45,63865,8363,701,dps,1.0
8191,AB16,Horde,Rogue,1,6,31,35819,10836,677,dps,1.0
8192,AB16,Alliance,Druid,0,4,14,4993,110000,347,heal,0.0
8193,AB16,Horde,Mage,4,5,37,92289,12878,680,dps,1.0
8194,AB16,Alliance,Monk,0,4,25,2707,96889,372,heal,0.0
8195,SA5,Horde,Priest,1,2,34,27692,222,354,dps,1.0
8196,SA5,Horde,Hunter,1,6,28,49060,8143,192,dps,1.0
8197,SA5,Alliance,Rogue,3,1,42,54417,6343,335,dps,0.0
8198,SA5,Horde,Mage,0,0,36,150000,10649,358,dps,1.0
8199,SA5,Alliance,Priest,7,2,38,184000,21679,318,dps,0.0
8200,SA5,Horde,Rogue,3,4,34,86417,6003,349,dps,1.0
8201,SA5,Alliance,Hunter,5,2,36,84526,7123,325,dps,0.0
8202,SA5,Horde,Rogue,1,4,36,92206,12729,506,dps,1.0
8203,SA5,Alliance,Mage,8,1,43,148000,20298,342,dps,0.0
8204,SA5,Horde,Warrior,3,9,30,116000,19390,348,dps,1.0
8205,SA5,Alliance,Warrior,2,5,32,69929,2970,309,dps,0.0
8206,SA5,Horde,Hunter,3,0,29,53204,9763,198,dps,1.0
8207,SA5,Horde,Shaman,0,0,33,21668,184000,503,heal,1.0
8208,SA5,Horde,Warrior,1,3,32,58086,5265,492,dps,1.0
8209,SA5,Horde,Warlock,5,4,39,108000,38592,361,dps,1.0
8210,SA5,Horde,Shaman,9,1,39,71097,26900,498,dps,1.0
8211,SA5,Alliance,Paladin,1,0,27,18612,48750,240,heal,0.0
8212,SA5,Alliance,Warlock,5,2,45,90654,12704,351,dps,0.0
8213,SA5,Alliance,Priest,4,2,42,40277,127000,343,heal,0.0
8214,SA5,Alliance,Priest,0,5,37,18131,125000,325,heal,0.0
8215,SA5,Horde,Monk,3,6,35,57983,34554,356,dps,1.0
8216,SA5,Alliance,Druid,0,2,44,13613,144000,348,heal,0.0
8217,SA5,Horde,Priest,0,1,27,42151,171000,338,heal,1.0
8218,SA5,Horde,Demon Hunter,4,7,30,98092,20535,349,dps,1.0
8219,SA5,Horde,Paladin,6,4,38,136000,52794,357,dps,1.0
8220,SA5,Alliance,Death Knight,6,1,32,153000,43691,325,dps,0.0
8221,SA5,Alliance,Druid,4,6,34,148000,1949,311,dps,0.0
8222,SA5,Alliance,Mage,4,5,35,76572,7607,300,dps,0.0
8223,SA5,Alliance,Monk,0,4,35,6880,236000,319,heal,0.0
8224,SA5,Alliance,Hunter,0,3,33,22401,3162,205,dps,0.0
8225,SA6,Alliance,Shaman,0,7,61,6717,127000,703,heal,1.0
8226,SA6,Horde,Druid,3,5,23,65371,25229,236,dps,0.0
8227,SA6,Alliance,Death Knight,7,1,36,44999,14648,675,dps,1.0
8228,SA6,Horde,Death Knight,3,4,22,89195,39462,237,dps,0.0
8229,SA6,Alliance,Shaman,5,1,71,111000,21765,732,dps,1.0
8230,SA6,Horde,Death Knight,0,10,18,46444,38058,223,dps,0.0
8231,SA6,Alliance,Mage,9,2,70,122000,14898,726,dps,1.0
8232,SA6,Alliance,Rogue,1,1,35,68510,4446,661,dps,1.0
8233,SA6,Horde,Druid,0,1,13,3161,27321,168,heal,0.0
8234,SA6,Alliance,Hunter,6,3,55,52896,7776,706,dps,1.0
8235,SA6,Horde,Shaman,0,7,20,30370,107000,235,heal,0.0
8236,SA6,Alliance,Priest,3,1,64,64523,135000,1049,heal,1.0
8237,SA6,Horde,Demon Hunter,3,9,25,69430,24870,242,dps,0.0
8238,SA6,Horde,Mage,4,4,23,72376,7290,239,dps,0.0
8239,SA6,Horde,Hunter,4,5,23,119000,7817,239,dps,0.0
8240,SA6,Alliance,Shaman,12,1,59,188000,7732,700,dps,1.0
8241,SA6,Alliance,Hunter,7,0,70,97494,8672,722,dps,1.0
8242,SA6,Horde,Priest,1,4,20,8570,8597,235,heal,0.0
8243,SA6,Alliance,Monk,4,3,71,26300,29905,726,heal,1.0
8244,SA6,Alliance,Monk,7,2,70,64303,22698,727,dps,1.0
8245,SA6,Horde,Priest,0,1,9,9378,46171,157,heal,0.0
8246,SA6,Horde,Death Knight,1,8,21,26038,9593,222,dps,0.0
8247,SA6,Horde,Warlock,1,4,20,36835,15934,231,dps,0.0
8248,SA6,Alliance,Paladin,1,0,67,4599,67918,711,heal,1.0
8249,SA6,Alliance,Druid,1,2,68,109000,9075,719,dps,1.0
8250,SA6,Horde,Shaman,6,5,24,105000,25400,241,dps,0.0
8251,SA6,Alliance,Warlock,9,1,55,77187,26581,707,dps,1.0
8252,SA6,Alliance,Shaman,6,2,65,87135,10680,1066,dps,1.0
8253,SA6,Horde,Priest,0,3,10,4914,97201,181,heal,0.0
8254,SA7,Alliance,Druid,0,5,28,12704,144000,317,heal,0.0
8255,SA7,Horde,Druid,13,0,74,99853,45334,242,dps,1.0
8256,SA7,Alliance,Paladin,0,5,37,16542,140000,222,heal,0.0
8257,SA7,Horde,Paladin,5,5,66,70015,7905,229,dps,1.0
8258,SA7,Horde,Paladin,10,1,57,153000,46310,522,dps,1.0
8259,SA7,Alliance,Mage,8,8,37,111000,17085,333,dps,0.0
8260,SA7,Horde,Monk,6,5,62,76278,36461,524,dps,1.0
8261,SA7,Alliance,Druid,6,5,35,174000,49026,335,dps,0.0
8262,SA7,Alliance,Mage,3,5,29,106000,16826,314,dps,0.0
8263,SA7,Alliance,Warlock,3,3,31,91964,44403,316,dps,0.0
8264,SA7,Alliance,Shaman,2,9,29,109000,9702,324,dps,0.0
8265,SA7,Horde,Monk,2,5,66,97235,43108,381,dps,1.0
8266,SA7,Alliance,Warrior,2,4,36,125000,27690,337,dps,0.0
8267,SA7,Horde,Druid,0,2,65,18769,158000,231,heal,1.0
8268,SA7,Alliance,Paladin,0,5,36,3121,210000,346,heal,0.0
8269,SA7,Alliance,Paladin,7,1,19,121000,37003,165,dps,0.0
8270,SA7,Horde,Shaman,2,5,58,30469,163000,517,heal,1.0
8271,SA7,Horde,Paladin,1,4,73,18199,26255,543,heal,1.0
8272,SA7,Alliance,Shaman,3,7,30,67038,14546,325,dps,0.0
8273,SA7,Alliance,Hunter,1,5,30,51557,6610,325,dps,0.0
8274,SA7,Horde,Mage,8,3,68,117000,4511,382,dps,1.0
8275,SA7,Horde,Warlock,4,2,74,132000,48101,544,dps,1.0
8276,SA7,Horde,Priest,0,2,72,43871,135000,543,heal,1.0
8277,SA7,Horde,Hunter,6,2,72,111000,21021,540,dps,1.0
8278,SA7,Horde,Warlock,7,5,48,82794,25987,519,dps,1.0
8279,SA7,Alliance,Warrior,4,7,30,70396,16192,324,dps,0.0
8280,SA7,Horde,Mage,7,2,66,153000,17751,379,dps,1.0
8281,SA7,Alliance,Monk,2,5,30,54642,25826,330,dps,0.0
8282,SA7,Alliance,Rogue,3,6,33,46141,5835,324,dps,0.0
8283,SA7,Horde,Mage,5,2,50,79518,24327,523,dps,1.0
8284,BG38,Horde,Warrior,0,1,0,11917,2548,135,dps,0.0
8285,BG38,Alliance,Warlock,4,0,30,63901,14931,571,dps,1.0
8286,BG38,Alliance,Paladin,0,0,30,2148,85150,788,heal,1.0
8287,BG38,Horde,Warrior,0,3,0,17420,2489,115,dps,0.0
8288,BG38,Horde,Paladin,0,5,1,51881,15150,138,dps,0.0
8289,BG38,Horde,Shaman,0,7,1,8274,97489,137,heal,0.0
8290,BG38,Alliance,Shaman,10,0,40,118000,0,595,dps,1.0
8291,BG38,Alliance,Druid,0,2,25,1662,94881,550,heal,1.0
8292,BG38,Horde,Death Knight,1,4,3,61292,27234,143,dps,0.0
8293,BG38,Horde,Shaman,0,5,2,32555,10265,140,dps,0.0
8294,BG38,Alliance,Warlock,1,0,37,57450,14866,584,dps,1.0
8295,BG38,Alliance,Shaman,0,1,19,32664,1810,768,dps,1.0
8296,BG38,Horde,Priest,0,5,1,14578,186000,138,heal,0.0
8297,BG38,Horde,Death Knight,0,4,1,45225,11192,137,dps,0.0
8298,BG38,Horde,Monk,0,3,3,34715,28980,143,dps,0.0
8299,BG38,Horde,Death Knight,2,4,3,68694,14894,143,dps,0.0
8300,BG38,Alliance,Warlock,5,0,38,111000,11676,808,dps,1.0
8301,BG38,Alliance,Death Knight,6,0,40,105000,17535,589,dps,1.0
8302,BG38,Alliance,Paladin,1,0,40,41671,107000,595,heal,1.0
8303,BG38,Alliance,Warrior,12,0,25,55928,9661,773,dps,1.0
8304,BG39,Alliance,Warrior,5,2,11,45820,20796,255,dps,0.0
8305,BG39,Alliance,Mage,0,6,5,42267,14417,216,dps,0.0
8306,BG39,Horde,Death Knight,2,0,33,44795,20042,391,dps,1.0
8307,BG39,Alliance,Shaman,0,6,5,29484,14137,216,dps,0.0
8308,BG39,Alliance,Rogue,0,3,8,34064,19865,229,dps,0.0
8309,BG39,Alliance,Warlock,2,0,11,25909,15188,250,dps,0.0
8310,BG39,Alliance,Druid,0,8,4,930,69154,213,heal,0.0
8311,BG39,Alliance,Hunter,2,7,8,37303,10361,234,dps,0.0
8312,BG39,Horde,Shaman,1,1,34,13160,90178,393,heal,1.0
8313,BG39,Horde,Warlock,5,2,32,69133,20290,537,dps,1.0
8314,BG39,Horde,Mage,1,0,11,23884,4124,344,dps,1.0
8315,BG39,Horde,Rogue,7,3,33,58437,6232,540,dps,1.0
8316,BG39,Horde,Monk,0,2,28,3651,31800,531,heal,1.0
8317,BG39,Alliance,Priest,2,6,3,74685,27121,211,dps,0.0
8318,BG39,Horde,Shaman,2,3,29,42640,16128,529,dps,1.0
8319,BG39,Horde,Rogue,6,2,31,36387,11260,541,dps,1.0
8320,BG39,Horde,Priest,10,1,37,84966,21644,546,dps,1.0
8321,BG39,Horde,Priest,8,0,33,93391,16490,541,dps,1.0
8322,BG39,Alliance,Druid,0,2,5,865,9833,217,heal,0.0
8323,BG39,Alliance,Druid,3,3,11,31647,30464,248,dps,0.0
8324,BG40,Alliance,Druid,0,4,13,14,21189,241,heal,0.0
8325,BG40,Horde,Warrior,0,3,20,18969,1152,509,dps,1.0
8326,BG40,Horde,Death Knight,3,2,27,25744,8212,527,dps,1.0
8327,BG40,Alliance,Druid,1,4,9,16166,4473,227,dps,0.0
8328,BG40,Alliance,Paladin,2,3,14,27735,13819,249,dps,0.0
8329,BG40,Alliance,Demon Hunter,2,5,17,41613,11458,255,dps,0.0
8330,BG40,Horde,Mage,7,3,24,32252,15981,374,dps,1.0
8331,BG40,Horde,Warlock,8,2,32,60682,22269,545,dps,1.0
8332,BG40,Alliance,Hunter,0,2,6,10793,1739,188,dps,0.0
8333,BG40,Alliance,Hunter,1,5,14,32724,3497,243,dps,0.0
8334,BG40,Horde,Shaman,3,3,38,13089,132000,397,heal,1.0
8335,BG40,Horde,Rogue,7,2,32,33240,9253,533,dps,1.0
8336,BG40,Horde,Druid,4,0,41,47544,8860,409,dps,1.0
8337,BG40,Horde,Druid,6,1,36,40217,7360,541,dps,1.0
8338,BG40,Alliance,Shaman,3,5,14,39894,11058,242,dps,0.0
8339,BG40,Alliance,Warrior,2,3,6,25662,5805,222,dps,0.0
8340,BG40,Horde,Warlock,6,1,38,60360,24603,553,dps,1.0
8341,BG40,Alliance,Shaman,3,4,16,57858,5896,254,dps,0.0
8342,BG40,Horde,Warlock,0,1,12,8952,8040,343,dps,1.0
8343,BG40,Alliance,Demon Hunter,2,5,15,29027,11448,247,dps,0.0
8344,BG41,Alliance,Hunter,0,5,2,33176,8658,192,dps,0.0
8345,BG41,Alliance,Warrior,5,8,6,69126,23476,207,dps,0.0
8346,BG41,Horde,Warrior,4,1,43,40354,5310,413,dps,1.0
8347,BG41,Horde,Death Knight,8,0,37,84610,27439,549,dps,1.0
8348,BG41,Horde,Shaman,0,0,11,14609,35854,347,heal,1.0
8349,BG41,Alliance,Warrior,0,5,6,34986,4240,207,dps,0.0
8350,BG41,Alliance,Priest,0,8,5,20058,19740,190,dps,0.0
8351,BG41,Horde,Rogue,4,4,31,58767,12252,391,dps,1.0
8352,BG41,Alliance,Priest,0,7,2,12077,71972,192,heal,0.0
8353,BG41,Alliance,Rogue,0,1,6,13899,3671,207,dps,0.0
8354,BG41,Alliance,Warlock,0,7,4,71939,23184,199,dps,0.0
8355,BG41,Horde,Priest,1,0,43,32943,132000,412,heal,1.0
8356,BG41,Horde,Warrior,6,0,19,32993,13633,511,dps,1.0
8357,BG41,Alliance,Druid,0,6,2,35047,14185,192,dps,0.0
8358,BG41,Horde,Paladin,6,0,29,51702,10609,525,dps,1.0
8359,BG41,Horde,Mage,11,0,45,73707,9985,415,dps,1.0
8360,BG41,Alliance,Druid,1,2,5,6484,9176,204,heal,0.0
8361,BG41,Alliance,Warrior,0,5,3,12490,5660,197,dps,0.0
8362,BG41,Horde,Warrior,7,1,43,46532,10505,419,dps,1.0
8363,BG41,Horde,Paladin,0,0,26,48640,14522,530,dps,1.0
8364,BG42,Alliance,Shaman,1,0,5,14303,5399,834,dps,1.0
8365,BG42,Horde,Shaman,3,4,4,30847,16759,199,dps,0.0
8366,BG42,Alliance,Death Knight,12,1,56,149000,26698,1084,dps,1.0
8367,BG42,Alliance,Warlock,18,0,57,152000,22352,1089,dps,1.0
8368,BG42,Horde,Warrior,2,12,7,39212,5456,200,dps,0.0
8369,BG42,Horde,Shaman,0,11,1,15465,101000,186,heal,0.0
8370,BG42,Horde,Demon Hunter,1,4,3,31769,17941,196,dps,0.0
8371,BG42,Alliance,Hunter,8,0,49,90389,3920,737,dps,1.0
8372,BG42,Horde,Mage,1,5,5,61647,7549,194,dps,0.0
8373,BG42,Alliance,Mage,4,1,55,68222,6983,742,dps,1.0
8374,BG42,Alliance,Shaman,0,0,56,8293,172000,754,heal,1.0
8375,BG42,Horde,Warrior,2,9,5,28573,6030,194,dps,0.0
8376,BG42,Horde,Priest,0,2,0,35529,80757,152,heal,0.0
8377,BG42,Alliance,Rogue,3,1,31,55062,8212,1033,dps,1.0
8378,BG42,Alliance,Rogue,5,3,43,33594,9957,700,dps,1.0
8379,BG42,Alliance,Mage,5,0,55,47337,1497,1079,dps,1.0
8380,BG42,Horde,Mage,0,5,5,59232,29288,194,dps,0.0
8381,BG42,Horde,Warrior,0,4,2,8688,1536,189,dps,0.0
8382,BG42,Alliance,Paladin,5,3,42,47939,21364,1037,dps,1.0
8383,BG42,Horde,Druid,0,4,7,262,63689,200,heal,0.0
8384,DG7,Alliance,Paladin,0,6,14,1301,32519,360,heal,0.0
8385,DG7,Alliance,Druid,2,2,25,92459,23224,389,dps,0.0
8386,DG7,Horde,Priest,4,2,45,33649,108000,436,heal,1.0
8387,DG7,Horde,Hunter,2,1,48,46983,5533,437,dps,1.0
8388,DG7,Alliance,Death Knight,4,2,25,89854,45154,389,dps,0.0
8389,DG7,Horde,Warrior,9,2,47,115000,25790,426,dps,1.0
8390,DG7,Alliance,Demon Hunter,1,8,18,69992,14492,366,dps,0.0
8391,DG7,Horde,Hunter,5,4,34,42936,10297,415,dps,1.0
8392,DG7,Horde,Paladin,7,3,34,76520,25227,409,dps,1.0
8393,DG7,Alliance,Paladin,3,3,19,79551,30500,373,dps,0.0
8394,DG7,Alliance,Rogue,2,1,15,40493,11818,372,dps,0.0
8395,DG7,Horde,Monk,1,2,46,3659,103000,575,heal,1.0
8396,DG7,Alliance,Warlock,2,3,24,49550,21463,393,dps,0.0
8397,DG7,Horde,Shaman,0,2,17,6264,26442,329,heal,1.0
8398,DG7,Horde,Rogue,4,5,29,51832,5118,544,dps,1.0
8399,DG7,Horde,Priest,3,0,36,42997,19836,382,dps,1.0
8400,DG7,Horde,Mage,3,3,42,44988,6049,568,dps,1.0
8401,DG7,Alliance,Paladin,2,6,16,43382,4365,368,dps,0.0
8402,DG7,Alliance,Monk,0,4,11,1649,50125,352,heal,0.0
8403,DG7,Horde,Death Knight,2,1,40,28758,32037,574,dps,1.0
8404,DG7,Alliance,Paladin,2,7,23,52263,16942,388,dps,0.0
8405,DG7,Alliance,Hunter,1,5,20,34691,10242,377,dps,0.0
8406,DG7,Alliance,Warlock,2,2,26,165000,50531,397,dps,0.0
8407,DG7,Horde,Warlock,6,3,41,56943,35698,572,dps,1.0
8408,DG7,Alliance,Warrior,7,3,20,60589,15457,381,dps,0.0
8409,DG7,Horde,Priest,0,0,40,5329,69404,418,heal,1.0
8410,DG7,Horde,Monk,2,0,46,4581,159000,576,heal,1.0
8411,DG7,Horde,Shaman,9,3,33,91020,23466,418,dps,1.0
8412,DG7,Alliance,Priest,0,4,18,27453,45385,372,heal,0.0
8413,DG7,Alliance,Rogue,5,1,20,47645,6252,372,dps,0.0
8414,DG8,Horde,Warlock,1,5,14,57443,28676,170,dps,0.0
8415,DG8,Horde,Mage,3,4,10,12191,14884,61,dps,0.0
8416,DG8,Alliance,Mage,4,3,37,69611,9949,695,dps,1.0
8417,DG8,Alliance,Shaman,4,1,48,42778,4660,728,dps,1.0
8418,DG8,Alliance,Priest,0,0,52,24124,153000,1068,heal,1.0
8419,DG8,Alliance,Paladin,5,0,49,150000,30278,1068,dps,1.0
8420,DG8,Horde,Warrior,0,1,15,18900,2895,174,dps,0.0
8421,DG8,Horde,Paladin,3,3,9,43070,19440,164,dps,0.0
8422,DG8,Horde,Paladin,0,3,20,22317,140000,178,heal,0.0
8423,DG8,Alliance,Priest,1,2,49,4763,198000,1064,heal,1.0
8424,DG8,Horde,Shaman,1,5,16,25056,137000,171,heal,0.0
8425,DG8,Horde,Priest,0,5,18,18668,72885,67,heal,0.0
8426,DG8,Alliance,Warrior,9,1,47,54519,17024,1057,dps,1.0
8427,DG8,Horde,Warrior,3,6,16,39579,14599,174,dps,0.0
8428,DG8,Alliance,Death Knight,5,0,51,39397,5143,743,dps,1.0
8429,DG8,Alliance,Mage,2,2,50,76564,4179,1072,dps,1.0
8430,DG8,Horde,Mage,1,3,15,29884,5894,172,dps,0.0
8431,DG8,Alliance,Mage,2,2,38,64478,13138,1034,dps,1.0
8432,DG8,Horde,Demon Hunter,3,3,17,76649,21046,187,dps,0.0
8433,DG8,Alliance,Mage,7,1,52,89109,6004,1073,dps,1.0
8434,DG8,Alliance,Druid,2,3,31,66718,4707,681,dps,1.0
8435,DG8,Horde,Death Knight,2,4,18,75755,17614,174,dps,0.0
8436,DG8,Alliance,Warrior,5,4,49,78569,16698,721,dps,1.0
8437,DG8,Alliance,Warrior,5,3,34,29727,3713,1029,dps,1.0
8438,DG8,Alliance,Druid,0,1,39,955,60178,367,heal,1.0
8439,DG8,Alliance,Hunter,5,1,47,93622,5811,724,dps,1.0
8440,DG8,Horde,Druid,2,3,20,58851,19152,178,dps,0.0
8441,DG8,Horde,Shaman,3,4,19,60023,2795,177,dps,0.0
8442,DG8,Horde,Demon Hunter,0,3,21,66294,18595,180,dps,0.0
8443,DG8,Horde,Death Knight,0,6,7,47352,17459,164,dps,0.0
8444,ES18,Alliance,Hunter,4,4,46,92363,11015,680,dps,1.0
8445,ES18,Alliance,Warrior,11,6,45,87688,26122,910,dps,1.0
8446,ES18,Horde,Death Knight,7,3,38,55830,22352,321,dps,0.0
8447,ES18,Horde,Druid,2,2,11,33564,8594,204,dps,0.0
8448,ES18,Alliance,Death Knight,9,1,42,91504,23342,927,dps,1.0
8449,ES18,Horde,Druid,1,4,35,57012,37525,332,dps,0.0
8450,ES18,Alliance,Priest,0,4,40,2846,135000,911,heal,1.0
8451,ES18,Alliance,Rogue,6,4,45,36044,9470,897,dps,1.0
8452,ES18,Alliance,Death Knight,3,4,35,67142,46404,899,dps,1.0
8453,ES18,Alliance,Druid,0,5,51,25910,35991,926,heal,1.0
8454,ES18,Horde,Warlock,3,2,46,96845,16413,330,dps,0.0
8455,ES18,Horde,Shaman,1,5,28,25122,124000,312,heal,0.0
8456,ES18,Horde,Warrior,2,2,13,27231,5707,202,dps,0.0
8457,ES18,Alliance,Demon Hunter,5,2,45,66497,20950,927,dps,1.0
8458,ES18,Alliance,Priest,0,3,46,11801,139000,923,heal,1.0
8459,ES18,Horde,Priest,0,6,50,18543,84249,345,heal,0.0
8460,ES18,Alliance,Warlock,3,3,44,40570,31402,933,dps,1.0
8461,ES18,Alliance,Death Knight,7,7,50,125000,32378,925,dps,1.0
8462,ES18,Horde,Rogue,1,5,41,33844,3404,328,dps,0.0
8463,ES18,Alliance,Hunter,2,3,40,40710,9585,924,dps,1.0
8464,ES18,Horde,Mage,4,2,15,21259,8482,214,dps,0.0
8465,ES18,Horde,Mage,5,6,32,71283,28731,309,dps,0.0
8466,ES18,Horde,Priest,4,4,40,78060,26557,327,dps,0.0
8467,ES18,Horde,Warrior,11,4,43,115000,37006,336,dps,0.0
8468,ES18,Horde,Priest,1,5,31,16039,77040,315,heal,0.0
8469,ES18,Horde,Rogue,4,6,38,58690,11181,332,dps,0.0
8470,ES18,Alliance,Monk,4,7,39,71170,8805,903,dps,1.0
8471,ES18,Alliance,Warrior,7,3,42,66795,17809,909,dps,1.0
8472,ES18,Alliance,Warlock,5,5,38,86945,33977,906,dps,1.0
8473,ES18,Horde,Death Knight,4,4,35,58609,30663,321,dps,0.0
8474,SS6,Horde,Paladin,3,2,19,47185,18195,245,dps,0.0
8475,SS6,Horde,Death Knight,3,2,18,50542,74320,241,dps,0.0
8476,SS6,Alliance,Priest,1,3,16,16626,15873,752,dps,1.0
8477,SS6,Horde,Monk,1,2,19,1269,81627,242,heal,0.0
8478,SS6,Alliance,Priest,0,1,24,6701,83113,774,heal,1.0
8479,SS6,Alliance,Death Knight,2,1,23,59800,11925,996,dps,1.0
8480,SS6,Horde,Shaman,0,2,7,10604,25325,159,heal,0.0
8481,SS6,Alliance,Warlock,5,3,21,56444,24127,543,dps,1.0
8482,SS6,Horde,Rogue,3,2,20,58668,13537,245,dps,0.0
8483,SS6,Alliance,Paladin,4,4,20,58033,20046,762,dps,1.0
8484,SS6,Alliance,Death Knight,2,3,20,55706,17048,761,dps,1.0
8485,SS6,Horde,Paladin,2,1,21,13828,14789,248,heal,0.0
8486,SS6,Alliance,Warrior,4,1,22,27808,9720,541,dps,1.0
8487,SS6,Horde,Monk,1,3,16,27662,9254,238,dps,0.0
8488,SS6,Horde,Demon Hunter,1,4,12,33853,6953,228,dps,0.0
8489,SS6,Alliance,Shaman,2,3,14,44074,22997,516,dps,1.0
8490,SS6,Alliance,Paladin,0,1,17,52165,9684,529,dps,1.0
8491,SS6,Alliance,Priest,3,3,22,40583,4929,768,dps,1.0
8492,SS6,Horde,Shaman,5,4,16,47112,21966,235,dps,0.0
8493,SS6,Horde,Death Knight,3,1,21,39123,17104,248,dps,0.0
8494,SS7,Horde,Hunter,1,3,9,96410,13657,247,dps,0.0
8495,SS7,Alliance,Priest,7,0,40,120000,33861,1020,dps,1.0
8496,SS7,Alliance,Priest,9,0,43,88729,31080,1035,dps,1.0
8497,SS7,Alliance,Priest,1,1,36,6531,93102,1010,heal,1.0
8498,SS7,Alliance,Druid,1,3,31,30194,28582,770,dps,1.0
8499,SS7,Alliance,Warrior,7,1,38,50707,11206,1014,dps,1.0
8500,SS7,Horde,Shaman,1,5,11,13655,77257,253,heal,0.0
8501,SS7,Alliance,Warlock,2,4,30,58107,48831,769,dps,1.0
8502,SS7,Horde,Priest,0,1,10,2588,80074,250,heal,0.0
8503,SS7,Horde,Priest,3,3,13,103000,20079,252,dps,0.0
8504,SS7,Horde,Shaman,0,2,4,18380,2779,137,dps,0.0
8505,SS7,Alliance,Druid,5,1,42,77114,20293,1025,dps,1.0
8506,SS7,Horde,Demon Hunter,2,5,9,66520,12583,248,dps,0.0
8507,SS7,Horde,Warlock,2,5,6,70324,27286,240,dps,0.0
8508,SS7,Alliance,Hunter,1,2,35,39316,3834,1013,dps,1.0
8509,SS7,Alliance,Warrior,9,2,42,58599,4890,808,dps,1.0
8510,SS7,Horde,Priest,0,8,8,40713,24839,246,dps,0.0
8511,SS7,Horde,Druid,0,5,5,28258,35560,238,heal,0.0
8512,SS7,Horde,Druid,5,4,9,80759,14141,247,dps,0.0
8513,SS7,Alliance,Monk,1,0,39,2565,170000,1017,heal,1.0
8514,SS8,Horde,Paladin,1,5,13,8375,99774,371,heal,0.0
8515,SS8,Horde,Mage,4,2,24,78785,16130,395,dps,0.0
8516,SS8,Alliance,Rogue,3,4,32,70267,10144,803,dps,1.0
8517,SS8,Alliance,Death Knight,8,4,30,70889,26487,1022,dps,1.0
8518,SS8,Horde,Paladin,0,6,19,52220,21897,383,dps,0.0
8519,SS8,Horde,Druid,2,3,21,74775,29189,388,dps,0.0
8520,SS8,Alliance,Druid,1,1,34,13954,208000,1039,heal,1.0
8521,SS8,Alliance,Mage,6,4,27,69413,22892,793,dps,1.0
8522,SS8,Alliance,Priest,2,1,26,24010,91626,787,heal,1.0
8523,SS8,Horde,Paladin,4,4,25,81299,25477,397,dps,0.0
8524,SS8,Horde,Demon Hunter,4,2,21,75936,15317,388,dps,0.0
